TEEKAY CORP,"https://www.glassdoor.com/Overview/Working-at-Teekay-EI_IE5800.11,17.htm"
VALIDUS HOLDINGS LTD,none
RENAISSANCERE HOLDINGS LTD,"https://www.glassdoor.com/Overview/Working-at-RenaissanceRe-EI_IE4444.11,24.htm"
